experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,FT,Data Architect,64200,North America,0,North America,M
SE,FT,Data Engineer,299000,North America,0,North America,M
SE,FT,Data Architect,181000,North America,0,North America,L
SE,FT,Data Engineer,221630,North America,0,North America,M
EN,FT,Data Analyst,83000,North America,0,North America,M
MI,FT,Data Engineer,81250,Europe,0,Europe,M
MI,FT,Software Engineer,92160,North America,0,North America,M
MI,FT,Software Engineer,84600,North America,0,North America,M
EN,FT,Data Scientist,60300,North America,0,North America,M
SE,FT,Engineer,151470,North America,100,North America,M
SE,FT,Software Engineer,162563,North America,100,North America,M
MI,FT,Software Engineer,168000,North America,0,North America,M
SE,FT,Engineer,101000,North America,0,North America,M
SE,FT,Software Engineer,282900,North America,0,North America,M
MI,FT,Data Scientist,212800,North America,0,North America,L
MI,FT,Software Engineer,296400,North America,0,North America,M
MI,FT,Data Analyst,75286,North America,100,North America,M
SE,FT,Machine Learning Engineer,204000,North America,0,North America,M
SE,FT,Data Analyst,100000,North America,100,North America,M
SE,FT,Machine Learning Engineer,168888,Europe,100,Europe,M
SE,FT,Analyst,140160,North America,0,North America,M
SE,FT,Machine Learning Engineer,136000,North America,100,North America,M
MI,FT,Software Engineer,229900,North America,100,North America,M
SE,FT,Research Scientist,133000,North America,0,North America,M
MI,FT,Data Scientist,76500,North America,0,North America,M
SE,FT,Data Engineer,149200,North America,0,North America,M
SE,FT,Data Architect,271500,North America,0,North America,M
SE,FT,Data Engineer,149500,North America,0,North America,M
MI,FT,Software Engineer,145410,North America,0,North America,M
EX,FT,Data Scientist,220000,North America,100,North America,M
SE,FT,Software Engineer,120000,North America,0,North America,M
SE,FT,Data Engineer,235000,North America,0,North America,M
SE,FT,Research Scientist,51543,North America,0,North America,M
SE,FT,Software Engineer,44444,Europe,0,Europe,M
SE,FT,Manager,250000,North America,0,North America,M
SE,FT,Data Scientist,178000,North America,0,North America,M
MI,FT,Software Engineer,158200,North America,0,North America,M
SE,FT,Data Architect,120000,North America,100,North America,M
MI,FT,Data Analyst,110000,North America,0,North America,M
SE,FT,Data Analyst,180000,North America,0,North America,M
SE,FT,Data Analyst,110000,North America,100,North America,M
SE,FT,Machine Learning Engineer,219100,North America,0,North America,M
SE,FT,Data Engineer,81250,Europe,0,Europe,M
MI,FT,Data Scientist,144000,North America,0,North America,M
SE,FT,Data Scientist,222480,North America,0,North America,M
SE,FT,Data Engineer,111111,Europe,100,Europe,M
SE,FT,Software Engineer,188000,North America,0,North America,M
MI,FT,Data Scientist,202000,North America,0,North America,M
MI,FT,Data Engineer,102500,North America,0,North America,M
SE,FT,Data Scientist,137000,North America,0,North America,M
MI,FT,Data Engineer,87000,North America,0,North America,M
SE,FT,Data Scientist,314400,North America,0,North America,M
EN,FT,Research Scientist,250000,North America,0,North America,M
SE,FT,Software Engineer,260000,North America,0,North America,M
SE,FT,Data Scientist,108000,North America,0,North America,M
MI,FT,Data Scientist,135000,North America,100,North America,M
SE,FT,Data Scientist,312866,North America,0,North America,M
SE,FT,Data Analyst,180400,North America,0,North America,M
MI,FT,Data Scientist,164000,North America,0,North America,M
SE,FT,Data Scientist,110000,North America,0,North America,M
SE,FT,Machine Learning Engineer,173400,North America,0,North America,M
MI,FT,Manager,150000,North America,0,North America,M
SE,FT,Manager,159300,North America,0,North America,L
MI,FT,Engineer,130000,North America,0,North America,M
SE,FT,Data Architect,92118,North America,100,North America,M
SE,FT,Data Architect,84600,North America,0,North America,M
MI,FT,Data Scientist,68088,North America,0,North America,M
MI,FT,Data Engineer,62000,North America,0,North America,M
MI,FT,Data Architect,106500,North America,0,North America,M
MI,FT,Manager,259000,North America,0,North America,M
SE,FT,Data Scientist,201000,North America,0,North America,M
SE,FT,Machine Learning Engineer,304000,North America,100,North America,M
EN,FT,Data Analyst,92700,North America,100,North America,M
SE,FT,Machine Learning Engineer,127500,North America,100,North America,M
SE,FT,Data Engineer,250200,North America,0,North America,M
SE,FT,Data Scientist,80000,North America,0,North America,M
SE,FT,Software Engineer,227000,North America,0,North America,M
MI,FT,Data Scientist,83900,North America,0,North America,M
SE,FT,Engineer,163000,North America,0,North America,M
MI,FT,Data Scientist,175420,North America,0,North America,M
SE,FT,Data Scientist,190000,North America,0,North America,M
SE,FT,Software Engineer,122219,North America,0,North America,M
SE,FT,Engineer,250000,North America,100,North America,M
SE,FT,Machine Learning Engineer,230000,North America,0,North America,M
SE,FT,Data Engineer,84533,North America,100,North America,M
MI,FT,Machine Learning Engineer,143000,North America,0,North America,M
MI,FT,Manager,295000,North America,0,North America,M
MI,FT,Manager,329600,North America,0,North America,M
SE,FT,Data Analyst,193000,North America,0,North America,M
SE,FT,Data Analyst,109000,North America,0,North America,M
SE,FT,Data Engineer,235000,Oceania,0,Oceania,M
MI,FT,Data Scientist,80000,North America,0,North America,M
SE,FT,Machine Learning Engineer,137750,North America,0,North America,M
SE,FT,Software Engineer,141480,North America,0,North America,M
SE,FT,Machine Learning Engineer,194750,North America,0,North America,M
MI,FT,Data Analyst,70000,Europe,0,Europe,M
SE,FT,Software Engineer,77000,North America,0,North America,M
MI,FT,Data Engineer,205600,North America,0,North America,L
SE,FT,Data Architect,196000,North America,0,North America,M
SE,FT,Software Engineer,200000,North America,0,North America,M
SE,FT,Data Scientist,145125,North America,0,North America,M
MI,FT,Machine Learning Engineer,129200,North America,0,North America,M
SE,FT,Research Scientist,250200,North America,0,North America,M
SE,FT,Software Engineer,252900,North America,0,North America,M
SE,FT,Data Scientist,218700,North America,0,North America,M
SE,FT,Data Analyst,180765,North America,0,North America,M
SE,FT,Manager,127000,North America,0,North America,M
SE,FT,Data Engineer,158000,North America,100,North America,M
MI,FT,Data Engineer,108600,North America,0,North America,M
SE,FT,Data Scientist,110100,North America,0,North America,M
SE,FT,Data Architect,70020,North America,0,North America,M
MI,FT,Software Engineer,90950,North America,0,North America,M
SE,FT,Data Scientist,160000,North America,0,North America,M
MI,FT,Software Engineer,96400,North America,0,North America,M
SE,FT,Data Scientist,155636,North America,100,North America,M
SE,FT,Data Analyst,90732,North America,0,North America,M
SE,FT,Software Engineer,192000,North America,0,North America,M
EN,FT,Engineer,99500,North America,0,North America,L
SE,FT,Data Analyst,80000,North America,0,North America,M
SE,FT,Software Engineer,156000,North America,0,North America,M
MI,FT,Data Engineer,60300,Europe,0,Europe,M
MI,FT,Data Engineer,87500,Europe,0,Europe,M
EN,FT,Data Analyst,150000,North America,100,North America,M
MI,FT,Machine Learning Engineer,138900,North America,0,North America,M
SE,FT,Data Analyst,133200,North America,0,North America,M
SE,FT,Data Engineer,234400,North America,0,North America,M
MI,FT,Data Scientist,145100,North America,0,North America,M
SE,FT,Data Engineer,99502,North America,100,North America,M
SE,FT,Software Engineer,216000,Europe,0,Europe,M
SE,FT,Data Scientist,140000,North America,0,North America,M
MI,FT,Software Engineer,186000,North America,0,North America,M
SE,FT,Software Engineer,86000,North America,0,North America,M
MI,FT,Manager,135000,North America,0,North America,M
MI,FT,Machine Learning Engineer,260100,North America,100,North America,M
MI,FT,Engineer,136300,North America,0,North America,M
SE,FT,Research Scientist,128000,North America,100,North America,M
SE,FT,Data Analyst,67700,North America,0,North America,M
MI,FT,Software Engineer,250000,North America,0,North America,M
SE,FT,Manager,175000,North America,0,North America,M
SE,FT,Software Engineer,140230,North America,0,North America,M
MI,FT,Data Engineer,70000,North America,0,North America,M
SE,FT,Software Engineer,286000,North America,0,North America,M
SE,FT,Manager,94000,North America,100,North America,M
SE,FT,Machine Learning Engineer,230000,North America,100,North America,M
SE,FT,Data Analyst,207300,North America,0,North America,M
SE,FT,Software Engineer,175000,North America,0,North America,M
MI,FT,Data Engineer,175000,North America,100,North America,M
SE,FT,Data Engineer,277000,North America,0,North America,M
MI,FT,Research Scientist,136000,North America,0,North America,L
SE,FT,Data Analyst,178310,North America,0,North America,M
SE,FT,Data Engineer,148000,North America,100,North America,M
SE,FT,Software Engineer,294000,North America,0,North America,M
MI,FT,Data Scientist,117480,North America,0,North America,M
MI,FT,Data Analyst,242400,North America,100,North America,M
EN,FT,Data Analyst,96800,North America,0,North America,M
SE,FT,Data Analyst,95000,North America,0,North America,M
MI,FT,Data Scientist,75600,Europe,0,Europe,M
EN,FT,Research Scientist,145000,North America,0,North America,M
SE,FT,Data Scientist,166700,North America,0,North America,L
SE,FT,Engineer,211000,North America,0,North America,M
SE,FT,Engineer,250000,North America,0,North America,M
SE,FT,Data Scientist,55555,Europe,100,Europe,M
SE,FT,Data Scientist,271000,North America,0,North America,M
MI,FT,Software Engineer,70000,North America,0,North America,M
MI,FT,Data Scientist,68400,North America,0,North America,M
MI,FT,Data Scientist,146400,North America,0,North America,M
SE,FT,Data Scientist,133600,North America,0,North America,M
SE,FT,Data Engineer,154960,North America,0,North America,M
MI,FT,Data Scientist,83600,North America,0,North America,M
MI,FT,Manager,123300,North America,0,North America,M
SE,FT,Software Engineer,138000,North America,0,North America,M
SE,FT,Data Engineer,166000,North America,0,North America,M
MI,FT,Data Engineer,149500,North America,0,North America,M
SE,FT,Data Scientist,238600,North America,0,North America,M
SE,FT,Data Engineer,145000,North America,100,North America,M
MI,FT,Data Scientist,80845,North America,0,North America,M
MI,FT,Data Engineer,95761,North America,0,North America,M
MI,FT,Research Scientist,209720,North America,0,North America,M
SE,FT,Data Engineer,233000,North America,0,North America,M
SE,FT,Data Scientist,213500,North America,0,North America,M
SE,FT,Data Engineer,179938,North America,100,North America,M
SE,FT,Engineer,258750,North America,0,North America,M
SE,FT,Data Scientist,170000,North America,100,North America,M
SE,FT,Engineer,200000,North America,0,North America,M
MI,FT,Data Engineer,137000,North America,0,North America,M
MI,FT,Manager,84375,North America,0,North America,M
MI,FT,Engineer,143100,North America,0,North America,M
SE,FT,Machine Learning Engineer,280000,North America,100,North America,M
SE,FT,Manager,137000,North America,0,North America,M
MI,FT,Data Engineer,120000,North America,100,North America,M
SE,FT,Engineer,160000,North America,0,North America,M
SE,FT,Data Scientist,248600,North America,0,North America,M
MI,FT,Research Scientist,280000,North America,0,North America,M
EN,FT,Data Analyst,93100,North America,0,North America,M
MI,FT,Machine Learning Engineer,200000,North America,100,North America,L
SE,FT,Machine Learning Engineer,130100,North America,0,North America,M
SE,FT,Data Scientist,314100,North America,0,North America,M
MI,FT,Engineer,90000,North America,0,North America,M
MI,FT,Data Scientist,145000,North America,0,North America,L
SE,FT,Machine Learning Engineer,146100,North America,100,North America,M
MI,FT,Manager,265080,North America,0,North America,M
MI,FT,Machine Learning Engineer,122000,North America,0,North America,M
SE,FT,Data Engineer,264800,North America,0,North America,M
EN,FT,Data Analyst,91000,North America,0,North America,M
MI,FT,Software Engineer,149463,North America,100,North America,M
SE,FT,Engineer,128000,North America,0,North America,M
SE,FT,Data Architect,84600,Oceania,0,Oceania,M
SE,FT,Data Scientist,164300,North America,0,North America,M
MI,FT,Research Scientist,134000,North America,0,North America,M
MI,FT,Machine Learning Engineer,133000,North America,100,North America,M
SE,FT,Engineer,150000,North America,0,North America,M
SE,FT,Data Scientist,240000,Europe,0,Europe,M
EN,FT,Data Analyst,64900,North America,0,North America,M
MI,FT,Data Engineer,52073,North America,0,North America,M
MI,FT,Data Engineer,86500,North America,0,North America,M
EN,FT,Machine Learning Engineer,139650,North America,0,North America,M
SE,FT,Data Scientist,226500,North America,100,North America,M
